genres,app_name,specs,price,early_access,developer,sentiment,metascore,release_year
"['Adventure', 'Indie', 'RPG']",Paper Sorcerer,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",4.99,False,Ultra Runaway Games,mostly Positive,73.0,2013
"['Action', 'Indie', 'RPG']",Our Darker Purpose,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",14.99,False,Avidly Wild Games,mostly Positive,74.0,2014
"['Indie', 'Massively Multiplayer', 'Strategy']",The Castle Doctrine,"['Multi-player', 'MMO', 'Cross-Platform Multiplayer', 'Steam Cloud']",15.99,False,Jason Rohrer,mixed,58.0,2014
['Strategy'],Hostile Waters: Antaeus Rising,"['Single-player', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,Rage Software,mostly Positive,80.0,2001
"['Indie', 'Strategy']",rymdkapsel,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']",7.99,False,grapefrukt games,mostly Positive,77.0,2014
"['Action', 'Adventure', 'Indie']",Octodad: Dadliest Catch,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']",14.99,False,Young Horses,mixed,69.0,2014
"['Adventure', 'RPG', 'Strategy']",Agarest: Generations of War,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",14.99,False,Idea Factory,mixed,45.0,2014
"['Adventure', 'Indie']",NaissanceE,['Single-player'],14.99,False,Limasse Five,mixed,66.0,2014
"['Adventure', 'Indie', 'RPG']",Eschalon: Book III,['Single-player'],9.99,False,Basilisk Games,mixed,67.0,2014
"['Action', 'Indie']",Ikaruga,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,Treasure,positive,84.0,2014
"['Indie', 'RPG']",The Yawhg,"['Single-player', 'Shared/Split Screen', 'Full controller support', 'Steam Trading Cards']",9.99,False,"Damian Sommer,Emily Carroll",mixed,66.0,2013
"['Action', 'Adventure']",Castlevania: Lords of Shadow 2,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",39.99,False,MercurySteam,mixed,58.0,2014
"['Indie', 'RPG', 'Strategy']",Talisman: Digital Edition,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",7.99,False,Nomad Games,mixed,51.0,2014
"['Action', 'Indie', 'RPG']",Windforge,"['Single-player', 'Steam Achievements']",9.99,False,Snowed In Studios,mixed,53.0,2014
"['Adventure', 'Indie']",Dominique Pamplemousse,"['Single-player', 'Steam Trading Cards', 'Captions available']",0.99,False,Squinkifer Productions,mixed,62.0,2014
"['Action', 'Indie']",TowerFall Ascension,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats']",14.99,False,Matt Thorson,very positive,87.0,2014
"['Action', 'Casual', 'Indie']",Constant C,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,"International Games System, Co., LTD.",mixed,60.0,2014
"['Action', 'Adventure', 'RPG']",Deus Ex: The Fall,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",9.99,False,Square Enix,mixed,45.0,2014
"['Action', 'Indie', 'Simulation']",LUFTRAUSERS,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,Vlambeer,mostly Positive,80.0,2014
['Action'],BioShock Infinite: Burial at Sea - Episode Two,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",mostly Positive,80.0,2014
"['Action', 'Indie']",Cloudbuilt,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",19.99,False,Coilworks,mostly Positive,72.0,2014
"['Action', 'Adventure', 'Indie', 'RPG']",Mercenary Kings,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,Tribute Games Inc.,mostly Positive,76.0,2014
['Adventure'],Black Mirror II,"['Single-player', 'Steam Cloud']",9.99,False,Cranberry Production,mostly Positive,71.0,2011
['Action'],Marine Sharpshooter II: Jungle Warfare,['Single-player'],9.99,False,Jarhead Games,mixed,52.0,2004
['Strategy'],Perimeter,"['Single-player', 'Multi-player', 'Steam Trading Cards', 'Steam Cloud']",3.99,False,K-D Lab,mostly Positive,77.0,2004
['Action'],El Matador,['Single-player'],3.99,False,Plastic Reality Technologies,mixed,54.0,2006
"['Adventure', 'Indie']",Actual Sunlight,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Partial Controller Support']",4.99,False,WZOGI,mostly Positive,77.0,2014
"['Adventure', 'Indie']",Oknytt,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",4.99,False,Nemoria Entertainment,mixed,61.0,2013
"['Action', 'Indie', 'RPG']",Half Minute Hero: The Second Coming,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",9.99,False,Opus,mostly Positive,79.0,2014
['Adventure'],Harvester,"['Single-player', 'Steam Trading Cards']",5.99,False,DigiFX Interactive,mixed,53.0,1996
['Action'],Halo: Spartan Assault,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",2.99,False,"Vanguard Games,343 Industries",mixed,70.0,2014
"['Adventure', 'Casual']",Dracula: The Resurrection,['Single-player'],4.99,False,Microids,mixed,67.0,2014
['RPG'],Konung 2,"['Single-player', 'Steam Cloud']",2.99,False,1C Company,mixed,35.0,2004
"['Casual', 'Racing']",RC Cars,"['Single-player', 'Multi-player', 'Steam Cloud']",2.99,False,Creat Studio,mixed,65.0,2003
['Strategy'],Warrior Kings,['Single-player'],9.99,False,Black Cactus,mostly Positive,73.0,2002
"['Adventure', 'Casual']",Nostradamus: The Last Prophecy,['Single-player'],4.99,False,Microids,mixed,70.0,2014
"['Simulation', 'Strategy']",Brigade E5: New Jagged Union,"['Single-player', 'Steam Cloud']",3.99,False,Apeiron,mixed,41.0,2006
"['Action', 'Indie']",Croixleur Sigma,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",7.99,False,souvenir circ.,mixed,56.0,2014
"['Indie', 'Racing', 'Sports']",Jet Car Stunts,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']",2.99,False,GRIP Digital s.r.o.,mixed,57.0,2014
"['Adventure', 'Casual', 'Indie']",Full Bore,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,Whole Hog Games,mostly Positive,72.0,2014
"['Action', 'Indie']",Croixleur Sigma Demo,"['Single-player', 'Shared/Split Screen', 'Game demo', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",,False,souvenir circ.,mixed,56.0,2014
['Strategy'],Warrior Kings: Battles,['Single-player'],9.99,False,Black Cactus,mixed,64.0,2003
"['Action', 'Indie']",Blade Symphony,"['Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Includes level editor', 'Includes Source SDK']",4.99,False,Puny Human,mostly Positive,72.0,2014
"['Action', 'Adventure', 'Indie']",The Last Tinker™: City of Colors,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Partial Controller Support', 'Steam Cloud']",19.99,False,Mimimi Productions,mostly Positive,72.0,2014
"['Adventure', 'Indie']",DreadOut,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",14.99,False,Digital Happiness,mixed,55.0,2014
"['Action', 'Adventure', 'Casual', 'Indie']",BattleBlock Theater®,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor']",14.99,False,The Behemoth,positive,85.0,2014
"['Adventure', 'Indie']",Rhiannon: Curse of the Four Branches,['Single-player'],4.99,False,Arberth Studios,mixed,67.0,2008
"['Adventure', 'Casual', 'Indie']",Qbeh-1: The Atlas Cube,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Includes level editor']",9.99,False,Liquid Flower,mostly Positive,72.0,2014
"['Action', 'Simulation', 'Strategy']",Men of War: Assault Squad 2,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor']",29.99,False,Digitalmindsoft,mixed,68.0,2014
['Strategy'],Perimeter: Emperor's Testament,"['Single-player', 'Multi-player', 'Steam Cloud']",3.99,False,K-D Lab,mostly Positive,72.0,2006
"['RPG', 'Simulation', 'Strategy']",Tropico 5,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']",19.99,False,Haemimont Games,mostly Positive,75.0,2014
"['Simulation', 'Strategy']",Expansion - Europa Universalis IV: Wealth of Nations,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",9.99,False,Paradox Development Studio,positive,84.0,2014
"['Action', 'Indie', 'Strategy']",Anomaly Defenders,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,11 bit studios,mixed,70.0,2014
"['Adventure', 'Casual', 'Indie']",Where is my Heart?,"['Single-player', 'Steam Achievements']",7.99,False,Schulenburg Software,mostly Positive,74.0,2014
"['Action', 'Adventure', 'Indie']",The Fall,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,Over The Moon,mostly Positive,76.0,2014
"['Adventure', 'Indie']",Richard & Alice,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",5.99,False,Owl Cave,mixed,70.0,2014
"['Action', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation']",Nether: Resurrected,"['Single-player', 'Multi-player', 'MMO', 'Valve Anti-Cheat enabled']",4.99,False,Phosphor Games Studio,mixed,57.0,2014
"['Action', 'Adventure', 'Indie']",Lifeless Pl Premier Edition,"['Single-player', 'Steam Achievements', 'Full controller support']",19.99,False,Stage 2 Studios,mixed,59.0,2014
"['Adventure', 'Casual', 'Indie']",Munin,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",4.99,False,Gojira,mixed,68.0,2014
['Action'],Enemy Front,"['Single-player', 'Multi-player', 'Steam Achievements']",29.99,False,CI Games,mixed,52.0,2014
"['Indie', 'Simulation', 'Strategy']",Xenonauts,"['Single-player', 'Steam Trading Cards']",24.99,False,Goldhawk Interactive,mostly Positive,77.0,2014
['Adventure'],Black Mirror I,"['Single-player', 'Steam Cloud']",9.99,False,"Future Games,Unknown Identity",mixed,65.0,2003
"['Racing', 'Simulation', 'Sports']",MotoGP™14,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",19.99,False,Milestone S.r.l.,mostly Positive,76.0,2014
['Strategy'],Company of Heroes 2 - The Western Front Armies,"['Multi-player', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Includes level editor']",19.99,False,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",mostly Positive,80.0,2014
"['Adventure', 'Indie', 'RPG', 'Strategy']",Divinity: Original Sin (Classic),"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']",39.99,False,Larian Studios,very positive,87.0,2014
"['Action', 'Free to Play', 'Massively Multiplayer']",Warface,"['Multi-player', 'MMO', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']",Free to Play,False,Crytek,mixed,62.0,2014
"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",MouseCraft,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor']",9.99,False,Crunching Koalas,mostly Positive,72.0,2014
"['Simulation', 'Strategy']",Expansion - Europa Universalis IV: Res Publica,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",4.99,False,Paradox Development Studio,mostly Positive,79.0,2014
['Strategy'],Magic 2015 - Duels of the Planeswalkers,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Stats']",9.99,False,Stainless Games,mixed,60.0,2014
['Strategy'],Rulers of Nations,"['Single-player', 'Multi-player']",19.99,False,Eversim,mixed,63.0,2014
"['Adventure', 'Casual']",The Cameron Files: The Secret at Loch Ness,['Single-player'],2.99,False,Microids,mixed,66.0,2001
['Indie'],Sokobond,"['Single-player', 'Steam Achievements', 'Full controller support']",9.99,False,"Alan Hazelden,Harry Lee",positive,82.0,2014
"['Action', 'Indie']",Freedom Pl,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",14.99,False,GalaxyTrail,positive,83.0,2014
"['Action', 'Indie']",Vertical Drop Heroes HD,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Stats', 'Steam Leaderboards']",6.99,False,Nerdook Productions,mixed,70.0,2014
"['Adventure', 'Indie']",The Room,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",4.99,False,Fireproof Games,mostly Positive,73.0,2014
['RPG'],The Legend of Heroes: Trails in the Sky,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",19.99,False,Nihon Falcom,positive,85.0,2014
"['Action', 'RPG']",Sacred 3,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",14.99,False,Keen Games,mixed,57.0,2014
"['Racing', 'Sports']",GRID Autosport - Coupé Style Pack,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",2.99,False,"Codemasters Racing,Feral Interactive (Mac),Feral Interactive (Linux)",mostly Positive,78.0,2014
nan,MIND: Path to Thalamus Enhanced Edition,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'HTC Vive', 'Oculus Rift', 'Tracked Motion Controllers', 'Seated', 'Standing']",8.99,False,,mostly Positive,75.0,0
['Indie'],Road Not Taken,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",14.99,False,Spry Fox LLC,mostly Positive,75.0,2014
"['Action', 'Indie', 'Simulation']",Orbital Gear,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Stats', 'Steam Leaderboards']",9.99,False,Night Node,mixed,59.0,2014
"['Action', 'Simulation']",Echelon: Wind Warriors,"['Single-player', 'Steam Trading Cards']",3.99,False,MADia Entertainment,mixed,63.0,2004
"['Action', 'Indie']",Mega Coin Squad,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Stats']",14.99,False,Big Pixel Studios,mixed,56.0,2014
"['Action', 'Adventure', 'Indie']",Guacamelee! Super Turbo Championship Edition,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']",14.99,False,DrinkBox Studios,mostly Positive,80.0,2014
"['Adventure', 'Indie']",Shadowgate (2014),"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",14.99,False,Zojoi,mixed,68.0,2014
['Adventure'],Curse: The Eye of Isis,['Single-player'],2.99,False,Asylum entertainment,mixed,63.0,2003
"['Action', 'Indie']",Super Time Force Ultra,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",14.99,False,Capybara Games,mostly Positive,80.0,2014
"['Adventure', 'Indie']",The Journey Down: Chapter Two,"['Single-player', 'Steam Trading Cards']",19.99,False,SkyGoblin,mostly Positive,78.0,2014
['Action'],Metro: Last Light Redux,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,4A Games,mostly Positive,76.0,2014
"['Action', 'Indie', 'RPG']",Lichdom: Battlemage,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",39.99,False,Xaviant,mixed,69.0,2014
"['Action', 'Adventure', 'RPG']",How to Survive,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",14.99,False,Eko Software,mixed,60.0,2013
"['Action', 'Indie', 'Simulation', 'Strategy']",GoD Factory: Wingmen,"['Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",19.99,False,Nine Dots Studio,mostly Positive,76.0,2014
['Action'],Minimum,"['Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Stats']",,False,,mixed,69.0,2014
"['Action', 'Adventure']",NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",29.99,False,"CyberConnect2 Co., Ltd.",mixed,61.0,2014
"['RPG', 'Strategy']",Endless Legend™,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud']",29.99,False,AMPLITUDE Studios,positive,82.0,2014
"['Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",WAKFU,"['Multi-player', 'MMO', 'Steam Achievements', 'Steam Trading Cards']",Free to Play,False,Ankama Studio,mostly Positive,76.0,2014
"['Action', 'Indie']",Heavy Bullets,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Leaderboards']",9.99,False,Terri Vellmann,mostly Positive,72.0,2014
['Action'],Battle Of Europe,['Single-player'],9.99,False,Maus Software,mixed,54.0,2006
"['RPG', 'Strategy']",Age of Wonders III - Golden Realms Expansion,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud']",11.99,False,Triumph Studios,positive,82.0,2014
"['Adventure', 'Indie', 'RPG', 'Strategy']",Wasteland 2: Director's Cut,"['Single-player', 'Steam Achievements', 'Captions available', 'Partial Controller Support', 'Steam Cloud']",39.99,False,inXile Entertainment,very positive,87.0,2014
"['Simulation', 'Strategy']",Stronghold Crusader 2,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']",49.99,False,FireFly Studios,mixed,65.0,2014
"['Indie', 'Strategy']",DG2: Defense Grid 2,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor']",14.99,False,Hidden Path Entertainment,positive,81.0,2014
['RPG'],Pier Solar and the Great Architects,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",14.99,False,WaterMelon,mostly Positive,73.0,2014
['Adventure'],Sherlock Holmes: Crimes and Punishments,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",29.99,False,Frogwares,mostly Positive,77.0,2014
"['Action', 'Adventure']",Middle-earth: Shadow of Mordor - GOTY Edition Upgrade,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)",positive,84.0,2014
"['Adventure', 'Indie']",Silence of the Sleep,"['Single-player', 'Steam Trading Cards']",4.99,False,Jesse Makkonen,mixed,66.0,2014
"['Adventure', 'Indie']",Qora,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",9.99,False,"Holden Boyles,Ciprian Stanciu",mixed,63.0,2014
"['Action', 'Adventure']",Disney G-Force,"['Single-player', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",19.99,False,Eurocom,mixed,61.0,2009
['Action'],Styx: Master of Shadows,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",29.99,False,Cyanide Studio,mostly Positive,71.0,2014
"['Adventure', 'Casual', 'RPG']",Costume Quest 2,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,Double Fine Productions,mixed,68.0,2014
['Action'],Tron 2.0,"['Single-player', 'Steam Cloud']",9.99,False,"Monolith Productions, Inc.",positive,84.0,2003
"['Action', 'Indie', 'RPG']",Drifting Lands,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",18.99,False,Alkemi,mostly Positive,71.0,2017
['Action'],The Evil Within,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",19.99,False,Tango Gameworks,mixed,68.0,2014
"['Indie', 'Simulation', 'Strategy']",Ultimate General: Gettysburg,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Stats', 'Steam Leaderboards']",14.99,False,Game-Labs,positive,84.0,2014
"['Racing', 'Sports']",F1 2014,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",29.99,False,Codemasters,mixed,61.0,2014
"['Action', 'Indie']",Screencheat,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,Samurai Punk,mostly Positive,71.0,2014
"['Indie', 'Simulation', 'Strategy']",Spacebase DF-9,"['Single-player', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,Double Fine Productions,mixed,49.0,2014
"['Action', 'Indie', 'Racing']",BlazeRush,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,Targem Games,mixed,66.0,2014
['Simulation'],Farming Simulator 15,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",19.99,False,Giants Software,mixed,64.0,2014
['Strategy'],Defenders of Time,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Trading Cards']",,False,Four Lights,mixed,55.0,2014
"['Indie', 'RPG', 'Strategy']",Crowntakers,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,Bulwark Studios,mixed,70.0,2014
"['Adventure', 'Indie', 'RPG']",A Bird Story,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",3.99,False,Freebird Games,mixed,66.0,2014
['Racing'],Toybox Turbos,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",14.99,False,Codemasters,mixed,69.0,2014
"['RPG', 'Strategy']",Space Hulk Ascension,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Leaderboards']",29.99,False,Full Control Studios,mostly Positive,72.0,2014
"['Adventure', 'Indie']",Chariot,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",14.99,False,Frima Studio,mostly Positive,76.0,2014
"['Adventure', 'Indie']",Randal's Monday,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",19.99,False,Nexus Game Studios,mixed,57.0,2014
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Sneaky Sneaky,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",4.99,False,Naiad Entertainment LLC,mixed,63.0,2014
['Strategy'],Company of Heroes 2 - Ardennes Assault,"['Single-player', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Includes level editor']",19.99,False,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",positive,81.0,2014
"['Action', 'Adventure']",Far Cry® 4,"['Single-player', 'Multi-player', 'Co-op', 'Partial Controller Support']",29.99,False,"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev",mostly Positive,80.0,2014
"['Action', 'Indie']",The Blue Flamingo,"['Single-player', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",4.99,False,Might and Delight,mixed,55.0,2014
['Adventure'],Escape Dead Island,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",14.99,False,Fatshark,mixed,52.0,2014
"['Casual', 'Indie']",Letter Quest: Grimm's Journey,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",7.99,False,Bacon Bandit Games,mostly Positive,73.0,2014
"['Adventure', 'Strategy']",The Witcher Adventure Game,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Steam Leaderboards']",9.99,False,"CD PROJEKT RED,Can Explode",mixed,68.0,2014
"['Adventure', 'Indie', 'RPG']",Joe Dever's Lone Wolf HD Remastered,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",14.99,False,Forge Reply srl,mostly Positive,78.0,2014
"['Action', 'Adventure', 'Casual', 'Indie']",JUJU,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,Flying Wild Hog,mixed,65.0,2014
